REGISTRATION,aircraft_type,ON BLOCK,OFF BLOCK,parking_stand,FROM,TO,ARR,DEP,operator_airline,category,aircraft_size,airline_tier,stand_zone,IS_SYNTHETIC,TYPE,OPERATOR / AIRLINES,CATEGORY,PARKING STAND
PK-BKU,A 320,18:47,19:36,A2,WIMM,WIPP,ID 7010,ID 7055,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-72,,,,,,,,,,,,,,True,B738,GARUDA,COMMERCIAL,B2
SYNTH-19,,,,,,,,,,,,,,True,B742,B.B.N AIRLINES,CARGO,B13
SYNTH-357,,,,,,,,,,,,,,True,CRV,B.B.N AIRLINES,CARGO,B10
PK-LUQ,A 320,6:12,7:05,A1,WARR,WIPP,ID 7508,ID 7053,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-JRB,B 733,20:42,23:01,B7,WAAA,SA19,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUW,A 320,7:58,9:18,A2,WIPP,WADD,ID 7056,ID 7309,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-493,,,,,,,,,,,,,,True,B733,CITILINK CARGO,CARGO,B5
SYNTH-223,,,,,,,,,,,,,,True,DC10,AIRNESIA,CARGO,B12
T7-J3T,G V,6:18,7:32,B3,,WALL,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BVX,AVANTI,23:59,,A1,B1,,,,SUSI AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-1,,,,,,,,,,,,,,True,B742,CITILINK CARGO,CARGO,B13
PK-GQK,A 320,17:17,18:03,B1,WADD,WADD,QG 0195,QG 0194,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-150,,,,,,,,,,,,,,True,ATR42,SUSI AIR,COMMERCIAL,A0
T7-S16,G 500,16:08,17:43,B4,A0,OMDB,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-121,,,,,,,,,,,,,,True,B733,BBN,CARGO,B13
PK-LUR,A 320,11:54,12:40,A3,WAHQ,WAHI,ID 7040,ID 7539,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-TFS,EMB 135,22:01,22:21,B5,WAHS,HGR,,,IAT,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GNG,B 738,22:14,,B2,WARR,,GA 3354,,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUR,A 320,13:49,16:32,A2,WADD,WIEE,ID 7308,ID 7109,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUH,A 320,10:08,10:55,B8,WIPP,SA14,ID 7054,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-LUG,A 320,10:08,16:43,A3,WIPP,B8,ID 7054,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-299,,,,,,,,,,,,,,True,B738,GARUDA,COMMERCIAL,B1
N-117LR,LJ 55,12:24,13:37,B9,NSA16,WIEE,,,AMM,CHARTER,STANDARD,LOW_FREQUENCY,LEFT_CARGO,False,,,,
PK-LAL,A 320,5:48,9:10,A3,SA03,WADD,,ID 7309,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
N-777ZH,G VI,5:49,8:35,B4,RE03,ZHYC,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
T7-HNA,G IV,18:31,19:55,B5,WAJJ,RE04,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-435,,,,,,,,,,,,,,True,B733,TRI MG,CARGO,B8
SYNTH-124,,,,,,,,,,,,,,True,C404,KARISMA,CHARTER,B4
SYNTH-106,,,,,,,,,,,,,,True,ATR42,BATIK AIR,COMMERCIAL,A3
SYNTH-SUSI-180,,,,,,,,,,,,,,True,PC6,SUSI AIR,COMMERCIAL,A0
SYNTH-399,,,,,,,,,,,,,,True,B733,TRI MG,CARGO,B9
PK-BON,G IV,9:26,10:34,B6,RW04,WAHP,,CEO 54,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-BLB,A 320,10:10,10:48,A2,WIPP,WAHQ,ID 7054,ID 7531,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
VP-CLL,EMB 135,13:32,15:22,B7,SA13,WAQQ,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-NMI,B 733,14:34,16:07,B11,WIOO,WAAA,,,AIRNESIA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-198,,,,,,,,,,,,,,True,CL850,TRAVIRA,CHARTER,B5
SYNTH-251,,,,,,,,,,,,,,True,B733,PTN,CHARTER,B6
PK-GGC,B 735,17:07,,B12,WAGG,,QG 7453,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-33,,,,,,,,,,,,,,True,ATR42,BATIK AIR,COMMERCIAL,A3
PK-BLA,A 320,22:31,,A3,WARR,,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-VVO,C 208,13:52,14:35,A3,WICC,WICC,SI 231,SI 230,SUSI AIR,COMMERCIAL,SMALL_A0_COMPATIBLE,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-211,,,,,,,,,,,,,,True,CRV,AIRNESIA,CARGO,B12
SYNTH-45,,,,,,,,,,,,,,True,MD11,TRIGANA,CARGO,B13
PK-YST,B 733,9:22,13:24,B11,WIKK,WAMM,IL 716,IL 729,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-PAH,ATR 72,16:39,,A1,WIDM,,IP 7301,,PELITA,COMMERCIAL,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-117,,,,,,,,,,,,,,True,MD11,CITILINK CARGO,CARGO,B13
SYNTH-271,,,,,,,,,,,,,,True,A321,FLY JAYA,COMMERCIAL,B2
PK-BKY,A 320,21:32,23:40,A3,WARR,SA05,ID 7518,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LAL,A 320,9:43,13:45,A2,WARR,WIPP,ID 7510,ID 7051,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-505,,,,,,,,,,,,,,True,B737,SUSI AIR,COMMERCIAL,A3
SYNTH-548,,,,,,,,,,,,,,True,A320,SUSI AIR,COMMERCIAL,B1
SYNTH-249,,,,,,,,,,,,,,True,DC10,B.B.N AIRLINES,CARGO,B12
PK-JRB,B 733,16:53,,B13,WIDN,,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-524,,,,,,,,,,,,,,True,B738,PELITA,COMMERCIAL,B2
SYNTH-389,,,,,,,,,,,,,,True,DC10,JAYAWIJAYA,CARGO,B9
SYNTH-503,,,,,,,,,,,,,,True,B742,CITILINK CARGO,CARGO,B4
PK-LUS,A 320,21:20,,B10,WARR,,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-87,,,,,,,,,,,,,,True,MD11,B.B.N AIRLINES,CARGO,B13
VP-CTC,G 7500,12:43,13:08,B5,WAHQ,HGR,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-58,,,,,,,,,,,,,,True,B733,CITILINK CARGO,CARGO,B13
VP-BKM,CL 605,15:44,18:58,B4,RE03,WSSL,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-18,,,,,,,,,,,,,,True,ATR72,GARUDA,COMMERCIAL,B2
SYNTH-SUSI-9,,,,,,,,,,,,,,True,PC12,SUSI AIR,COMMERCIAL,A1
SYNTH-225,,,,,,,,,,,,,,True,CL850,JIP,CHARTER,B6
P-7301,B 738,14:20,17:59,B5,WIII,WIIOO,,,POLICE,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GRD,BBJ 2,13:26,14:57,B6,WIII,BASEOPS,,,PTN,CHARTER,STANDARD,MEDIUM_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-150,,,,,,,,,,,,,,True,B733,TRI MG,CARGO,B12
SYNTH-206,,,,,,,,,,,,,,True,A321,PELITA,COMMERCIAL,A2
SYNTH-92,,,,,,,,,,,,,,True,B733,JIP,CHARTER,B3
SYNTH-214,,,,,,,,,,,,,,True,MD11,AIRNESIA,CARGO,B12
PK-LUT,A 320,10:59,11:34,A2,WARA,WARA,ID 7580,ID 7583,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUU,A 320,15:59,17:04,A2,WARR,WAHI,ID 7514,ID 7541,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-HKG,PH 300,6:40,7:47,B3,RTB,NSA12,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-52,,,,,,,,,,,,,,True,G IV,KARISMA,CHARTER,B3
PK-LUG,A 320,18:17,19:20,B2,WIEE,WARR,ID 7108,ID 7521,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUY,A 320,13:09,13:59,A2,WARR,WARR,ID 7520,ID 7501,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKT,A 320,10:18,11:09,A2,WARA,WARA,ID 7580,ID 7583,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-588,,,,,,,,,,,,,,True,ATR72,SUSI AIR,COMMERCIAL,B7
PK-MBA,B 733,9:00,10:48,B13,WIMM,SA05,GM 172,,TRI MG,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-YST,B 733,21:58,,B12,WALL,,IL 728,,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-417,,,,,,,,,,,,,,True,B737,SUSI AIR,COMMERCIAL,A2
T7-S16,G 500,11:07,13:52,B4,HGR,WSSL,,,JIP,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-CAN,KING AIR,15:28,21:18,B13,WIRR,LOCAL,,,DEPHUB,CHARTER,STANDARD,LOW_FREQUENCY,LEFT_CARGO,False,,,,
PK-LUK,A 320,21:00,23:14,B6,WADD,SA07,ID 7310,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-585,,,,,,,,,,,,,,True,A321,PELITA,COMMERCIAL,B3
PK-LUY,A 320,19:08,,B7,WIPP,,ID 7058,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GRD,BBJ 2,-,,B11,,,,,PTN,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-LAL,A 320,21:30,,A2,WARR,,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-362,,,,,,,,,,,,,,True,B733,TRI MG,CARGO,B10
PK-RJA,EMB 135,18:57,19:25,B5,WADD,HGR,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GQN,A 320,13:56,14:37,B2,WIPP,WARR,QG 0089,QG 0174,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-SUSI-8,,,,,,,,,,,,,,True,C172,SUSI AIR,COMMERCIAL,A0
SYNTH-312,,,,,,,,,,,,,,True,B733,GAPURA,CHARTER,B1
T7-HNA,G IV,18:48,19:46,B9,WAHQ,SA12,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-YSH,B 733,19:13,,B13,WALL,,IL 728,,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
VP-CLL,EMB 135,8:17,11;13,B5,SA16,WARA,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
VP-CTC,G 7500,20:40,21:25,B3,WIMM,HGR,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUG,A 320,9:52,10:42,A1,WIPP,WAHQ,ID 7054,ID 7531,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKQ,A 320,10:26,11:16,A2,WIPP,WAHS,ID 7054,ID 7557,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-249,,,,,,,,,,,,,,True,B737,SUSI AIR,COMMERCIAL,A1
PK-LUQ,A 320,16:54,18:41,B7,WARR,WIBB,ID 7514,ID 7065,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GJT,ATR 72,21:32,,A3,WIPO,,QG 1999,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-KAS,CL 850,18:21,18:48,B7,WMSA,RE05,CEO 31,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-476,,,,,,,,,,,,,,True,B738,CITILINK,COMMERCIAL,A2
PK-OTR,ATR 72,17:02,18:16,B1,WIDM,A1,RI 151,,TAS,CHARTER,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-NMI,B 733,20:48,22:05,B10,WIOO,WAAA,,,AIRNESIA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-139,,,,,,,,,,,,,,True,B733,PTN,CHARTER,B4
SYNTH-247,,,,,,,,,,,,,,True,B733,BIOMANTARA,CHARTER,B6
PK-BON,G IV,3:46,7:05,B5,VOMM,WIPP,CJS 54,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUY,A 320,15:44,16:30,A3,WARA,WADD,ID 7582,ID 7311,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-808,G VI,12:18,12:38,B5,WALG,A1,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-190,,,,,,,,,,,,,,True,B350,AFM,CHARTER,B5
M-JGVJ,GLEX,11:35,13:36,B9,SA06,WSSL,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-19,,,,,,,,,,,,,,True,G IV,PREMI,CHARTER,B3
PK-LUJ,A 320,20:02,,A3,WARR,,ID 7502,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-96,,,,,,,,,,,,,,True,ATR42,BATIK AIR,COMMERCIAL,A3
SYNTH-667,,,,,,,,,,,,,,True,A321,FLY JAYA,COMMERCIAL,B7
PK-BKU,A 320,12:06,14:02,A1,WARR,WARR,ID 7520,ID 7501,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUW,A 320,9:22,10:19,A1,WARR,WARR,ID 7510,ID 7517,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-339,,,,,,,,,,,,,,True,MD11,BBN,CARGO,B10
SYNTH-333,,,,,,,,,,,,,,True,CRV,TRIGANA,CARGO,B11
PK-LUT,A 320,12:20,15:00,A3,,WIEE,ID 7556,ID 7109,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-505,,,,,,,,,,,,,,True,CRV,AIRNESIA,CARGO,B4
PK-JRB,B 733,11:57,13:43,B11,WALL,WAOO,,,JAYAWIJAYA,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-130,,,,,,,,,,,,,,True,B733,JETSET,CHARTER,B4
SYNTH-152,,,,,,,,,,,,,,True,A320,PELITA,COMMERCIAL,A1
PK-BVX,AVANTI,11:42,13:10,A1,WBGG,WAHH,,,SUSI AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-MRC,EMB 135,4:17,6:44,B3,SA15,WSSL,,,B. G. S.,CHARTER,STANDARD,LOW_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-GLX,A 320,11:42,12:30,B1,WIMN,WARA,QG 0021,QG 0164,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKJ,A 320,9:34,10:20,B2,WARR,WARR,ID 7510,ID 7517,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GQS,A 320,16:01,16:49,B1,WARA,WARR,QG 0165,QG 0172,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-FJA,ATR 72,7:14,7:44,B1,WAHH,WAHH,KS 101,KS 102,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BVX,AVANTI,5:56,6:55,A0,NSA09,WICN,,,SUSI AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-808,G VI,12:30,13:24,B7,HGR,B4,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-266,,,,,,,,,,,,,,True,MD11,TRI MG,CARGO,B11
SYNTH-224,,,,,,,,,,,,,,True,C404,AFM,CHARTER,B6
SYNTH-475,,,,,,,,,,,,,,True,B733,JAYAWIJAYA,CARGO,B7
PK-LUU,A 320,20:19,,A1,WADD,,ID 7310,,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BKP,A 320,17:56,18:37,A3,WARR,WARR,ID 7512,ID 7519,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-YST,B 733,14:10,15:45,B12,WAOO,WIKK,IL 726,IL 715,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-FJA,ATR 72,14:36,17:11,B9,WICC,SA12,,,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-LUQ,A 320,18:37,19:22,B2,WAHS,WIBB,ID 7558,ID 7065,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-114,,,,,,,,,,,,,,True,MD11,B.B.N AIRLINES,CARGO,B13
N-227GV,L 1000,10:23,11:17,B9,WSSL,A2,,,PREMI,CHARTER,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
VP-CLL,EMB 135,3:54,6:11,B4,SA14,WARA,,,KARISMA,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LAQ,A 320,12:48,13:33,A3,WARR,WIPP,ID 7516,ID 7051,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-24,,,,,,,,,,,,,,True,B350,BIOMANTARA,CHARTER,B3
PK-BBJ,B 734,7:13,9:05,B13,SA04,WIOO,-,0B 5611,B. B. N.,CARGO,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
SYNTH-608,,,,,,,,,,,,,,True,ATR42,BATIK AIR,COMMERCIAL,B2
SYNTH-234,,,,,,,,,,,,,,True,DC10,AIRNESIA,CARGO,B12
SYNTH-192,,,,,,,,,,,,,,True,G IV,TRAVIRA,CHARTER,B5
SYNTH-375,,,,,,,,,,,,,,True,ATR72,CITILINK,COMMERCIAL,A3
PK-LZH,A 320,6:44,8:48,A2,SA07,WARR,-,ID 7513,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-330,,,,,,,,,,,,,,True,B737,GARUDA,COMMERCIAL,B1
SYNTH-471,,,,,,,,,,,,,,True,ATR72,PELITA,COMMERCIAL,B1
SYNTH-135,,,,,,,,,,,,,,True,C404,JETSET,CHARTER,B4
SYNTH-19,,,,,,,,,,,,,,True,B737,GARUDA,COMMERCIAL,B2
PK-GQS,A 320,21:52,,B1,WARR,,QG 0173,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-VVF,C 208,14:01,14:37,A0,WICC,WICN,SI 231,SI 234,SUSI AIR,COMMERCIAL,SMALL_A0_COMPATIBLE,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-431,,,,,,,,,,,,,,True,ATR42,GARUDA,COMMERCIAL,B3
PK-GJT,ATR 72,9:04,9:45,B2,WAHH,WAHH,QG 1101,QG 1104,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-51,,,,,,,,,,,,,,True,CL604,AFM,CHARTER,B3
PK-GGC,B 735,19:24,,B10,WAGG,,QG 7453,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-BBJ,B 734,12:33,15:20,B12,SA14,WIOO,,0B 5611,B. B. N.,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-FJA,ATR 72,11:10,13:13,B2,WAHH,WAHH,KS 103,KS 104,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LUW,A 320,14:12,15:08,A3,WARR,WARR,ID 7520,ID 7501,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-GMY,B 738,11:48,12:37,B2,WIMM,WARR,GA 0181,GA 0330,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-LAL,A 320,19:49,20:43,B3,WIEE,WARR,ID 7108,ID 7521,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-1,,,,,,,,,,,,,,True,B737,CITILINK,COMMERCIAL,B1
SYNTH-366,,,,,,,,,,,,,,True,ATR72,FLY JAYA,COMMERCIAL,A3
PK-FJA,ATR 72,11:11,11:57,A3,WAHH,WAHH,KS 103,KS 104,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-435,,,,,,,,,,,,,,True,MD11,TRIGANA,CARGO,B8
PK-KAS,CL 850,16:38,16:41,B6,WAMP,SA08,,,JETSET,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-41,,,,,,,,,,,,,,True,B350,JIP,CHARTER,B3
PK-GJT,ATR 72,17:14,17:50,B1,WAHH,WIPO,QG 1105,QG 1998,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
PK-BBJ,B 734,18:42,20:05,B13,SA05,WAAA,,0B 5021,B. B. N.,CHARTER,STANDARD,MEDIUM_FREQUENCY,LEFT_CARGO,False,,,,
PK-FJA,ATR 72,15:51,16:43,B5,WAHH,WAHH,KS 105,KS 106,FLY JAYA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-236,,,,,,,,,,,,,,True,ATR72,SUSI AIR,COMMERCIAL,A1
SYNTH-577,,,,,,,,,,,,,,True,B738,CITILINK,COMMERCIAL,B3
PK-YSH,B 733,7:58,12:34,B12,WAMM,WIKK,IL 730,IL 715,TRIGANA,CARGO,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-GJT,ATR 72,16:46,,A2,WAHH,,QG 1105,,CITILINK,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-445,,,,,,,,,,,,,,True,CRV,B.B.N AIRLINES,CARGO,B8
N-2409K,HK 800,7:45,11:10,B5,NSA07,WALS,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUW,A 320,12:08,13:00,A3,WAHQ,WAHI,ID 7040,ID 7539,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-339,,,,,,,,,,,,,,True,B733,BIOMANTARA,CHARTER,A1
PK-LAF,A 320,19:12,17:55,A3,WIPP,WARR,ID 7052,ID 7503,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-197,,,,,,,,,,,,,,True,ATR72,FLY JAYA,COMMERCIAL,B1
PK-GFI,B 738,16:25,17:19,B3,WARR,WADD,GA 0331,GA 0462,GARUDA,COMMERCIAL,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
PK-LUQ,A 320,17:11,18:54,B8,WAHS,WIBB,ID 7558,ID 7065,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,LEFT_CARGO,False,,,,
PK-LAI,A 320,7:53,8:33,B2,WIBB,WAHI,ID 7066,ID 7533,BATIK AIR,COMMERCIAL,STANDARD,HIGH_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
SYNTH-163,,,,,,,,,,,,,,True,G IV,KARISMA,CHARTER,B4
PK-PAH,ATR 72,11:36,12:54,A1,WIDM,RE03,IP 7301,,PELITA,COMMERCIAL,STANDARD,MEDIUM_FREQUENCY,RIGHT_COMMERCIAL,False,,,,
T7-X14,G VI,10:13,12:43,B4,SA07,RJTT,,,AFM,CHARTER,STANDARD,HIGH_FREQUENCY,MIDDLE_CHARTER,False,,,,
SYNTH-481,,,,,,,,,,,,,,True,B733,JAYAWIJAYA,CARGO,B6
